strain,time (s)
8.101405098383333e-23,1205951541.9887054
1.0190816198549958e-22,1205951541.9891937
1.2265209606359102e-22,1205951541.989682
1.3964117932926305e-22,1205951541.9901702
1.5223796360647727e-22,1205951541.9906585
1.633110361259906e-22,1205951541.9911468
1.7753747764659493e-22,1205951541.991635
1.9837568035152742e-22,1205951541.9921234
2.2543296713710335e-22,1205951541.9926116
2.5380706588237525e-22,1205951541.9931
2.7593072073215855e-22,1205951541.9935882
2.8506412207228407e-22,1205951541.9940765
2.7863327422227004e-22,1205951541.9945648
2.596370793714359e-22,1205951541.995053
2.353283849152355e-22,1205951541.9955413
2.137805835901106e-22,1205951541.9960296
2.0004253570705777e-22,1205951541.996518
1.9380522371919004e-22,1205951541.9970062
1.897485003634655e-22,1205951541.9974945
1.8039119159033245e-22,1205951541.9979827
1.6001586763519925e-22,1205951541.998471
1.277141037265336e-22,1205951541.9989593
8.805584108879883e-23,1205951541.9994476
4.9080810041338446e-23,1205951541.9999359
1.8632234019336327e-23,1205951542.0004241
8.460791517592868e-25,1205951542.0009124
-5.512484772893973e-24,1205951542.0014007
-6.135954843475497e-24,1205951542.001889
-8.251972611411155e-24,1205951542.0023773
-1.7214989311525136e-23,1205951542.0028656
-3.427952428648283e-23,1205951542.0033538
-5.653400826490486e-23,1205951542.003842
-7.88570767314326e-23,1205951542.0043304
-9.678955957041451e-23,1205951542.0048187
-1.0884952560517237e-22,1205951542.005307
-1.1718541484416378e-22,1205951542.0057952
-1.2633296199286536e-22,1205951542.0062835
-1.4076391677493964e-22,1205951542.0067718
-1.6245868885314985e-22,1205951542.00726
-1.8968713818874017e-22,1205951542.0077484
-2.1759633943312302e-22,1205951542.0082366
-2.403479136410352e-22,1205951542.008725
-2.537974844476271e-22,1205951542.0092132
-2.5741516609199914e-22,1205951542.0097015
-2.544716503038247e-22,1205951542.0101898
-2.5033178028517724e-22,1205951542.010678
-2.496302462900367e-22,1205951542.0111663
-2.53700230104735e-22,1205951542.0116546
-2.595693545573668e-22,1205951542.012143
-2.6111222536173525e-22,1205951542.0126312
-2.5188448726921227e-22,1205951542.0131195
-2.2829641425435876e-22,1205951542.0136077
-1.9157525174318198e-22,1205951542.014096
-1.4753441681616851e-22,1205951542.0145843
-1.0422801476250635e-22,1205951542.0150726
-6.858987493366777e-23,1205951542.0155609
-4.3635754979701854e-23,1205951542.0160491
-2.7517080694795445e-23,1205951542.0165374
-1.480857440482009e-23,1205951542.0170257
6.553069595914077e-25,1205951542.017514
2.2787259155400214e-23,1205951542.0180023
5.1509706050815276e-23,1205951542.0184906
8.303184187127428e-23,1205951542.0189788
1.1189877795960062e-22,1205951542.019467
1.3370923950892057e-22,1205951542.0199554
1.4710747854812885e-22,1205951542.0204437
1.5408955543727995e-22,1205951542.020932
1.5859634677834183e-22,1205951542.0214202
1.6428479868744778e-22,1205951542.0219085
1.7276417532920711e-22,1205951542.0223968
1.832414800521445e-22,1205951542.022885
1.9364618185424637e-22,1205951542.0233734
2.024118241294832e-22,1205951542.0238616
2.0971425399303616e-22,1205951542.02435
2.1733627719108333e-22,1205951542.0248382
2.2721990137099274e-22,1205951542.0253265
2.3962598360867793e-22,1205951542.0258148
2.5211784358072194e-22,1205951542.026303
2.6014094852160365e-22,1205951542.0267913
2.590431852627055e-22,1205951542.0272796
2.465015816563506e-22,1205951542.027768
2.2400110897355506e-22,1205951542.0282562
1.964543788609226e-22,1205951542.0287445
1.7003177088414509e-22,1205951542.0292327
1.4925311871680915e-22,1205951542.029721
1.3483313858361747e-22,1205951542.0302093
1.2342558588655686e-22,1205951542.0306976
1.0944229638834907e-22,1205951542.0311859
8.802733305695629e-23,1205951542.0316741
5.762523491392689e-23,1205951542.0321624
2.0768128693895973e-23,1205951542.0326507
-1.7342968128589066e-23,1205951542.033139
-5.1673040944722987e-23,1205951542.0336273
-8.001479187710084e-23,1205951542.0341156
-1.0396617914074603e-22,1205951542.0346038
-1.2764688635528796e-22,1205951542.035092
-1.5486311225214183e-22,1205951542.0355804
-1.863494497789043e-22,1205951542.0360687
-2.1872575911324208e-22,1205951542.036557
-2.4586786660319523e-22,1205951542.0370452
-2.6202368344788554e-22,1205951542.0375335
-2.649936192713504e-22,1205951542.0380218
-2.5761288090138813e-22,1205951542.03851
-2.466663446051166e-22,1205951542.0389984
-2.3973534611125765e-22,1205951542.0394866
-2.4157144275541735e-22,1205951542.039975
-2.518286120316177e-22,1205951542.0404632
-2.6525606183846187e-22,1205951542.0409515
-2.7417930563248223e-22,1205951542.0414398
-2.719690483736881e-22,1205951542.041928
-2.5578546043102593e-22,1205951542.0424163
-2.2735180696631367e-22,1205951542.0429046
-1.9156889252670004e-22,1205951542.043393
-1.5386903390200725e-22,1205951542.0438812
-1.177728008924011e-22,1205951542.0443695
-8.388267864255835e-23,1205951542.0448577
-5.067957030484018e-23,1205951542.045346
-1.6475080171571515e-23,1205951542.0458343
1.8730443842488158e-23,1205951542.0463226
5.2614891987322423e-23,1205951542.0468109
8.150452626544554e-23,1205951542.0472991
1.0237656230748246e-22,1205951542.0477874
1.1472168169444708e-22,1205951542.0482757
1.211760695608946e-22,1205951542.048764
1.265285508493464e-22,1205951542.0492523
1.355972865149919e-22,1205951542.0497406
1.5105283389864532e-22,1205951542.0502288
1.7225543821433196e-22,1205951542.050717
1.9562648292028901e-22,1205951542.0512054
2.163051633941101e-22,1205951542.0516937
2.3024810277530614e-22,1205951542.052182
2.3578870405225926e-22,1205951542.0526702
2.34008858890403e-22,1205951542.0531585
2.278764908758089e-22,1205951542.0536468
2.2066168257245215e-22,1205951542.054135
2.144200473815221e-22,1205951542.0546234
2.0923129157679368e-22,1205951542.0551116
2.0347356580595434e-22,1205951542.0556
1.9490006737187384e-22,1205951542.0560882
1.819120655614991e-22,1205951542.0565765
1.643697030172743e-22,1205951542.0570648
1.43562249671821e-22,1205951542.057553
1.214184964346071e-22,1205951542.0580413
9.943673476883649e-23,1205951542.0585296
7.794264228660386e-23,1205951542.059018
5.607076734559373e-23,1205951542.0595062
3.243567003713503e-23,1205951542.0599945
6.073117079614584e-24,1205951542.0604827
-2.2883312148830497e-23,1205951542.060971
-5.31284157288265e-23,1205951542.0614593
-8.269541910306687e-23,1205951542.0619476
-1.0973136268928681e-22,1205951542.0624359
-1.3312632897941438e-22,1205951542.0629241
-1.5271527414505965e-22,1205951542.0634124
-1.690232465213441e-22,1205951542.0639007
-1.827497395910615e-22,1205951542.064389
-1.942789863554899e-22,1205951542.0648773
-2.0344659607091796e-22,1205951542.0653656
-2.0964610886888563e-22,1205951542.0658538
-2.121964627891471e-22,1205951542.066342
-2.107713755401232e-22,1205951542.0668304
-2.0566261619472728e-22,1205951542.0673187
-1.9773275754036075e-22,1205951542.067807
-1.8807421552227072e-22,1205951542.0682952
-1.775443883595598e-22,1205951542.0687835
-1.6641157080727614e-22,1205951542.0692718
-1.5429586064401268e-22,1205951542.06976
-1.4045407732623217e-22,1205951542.0702484
-1.2429909958184664e-22,1205951542.0707366
-1.0592794240363577e-22,1205951542.071225
-8.640297444469181e-23,1205951542.0717132
-6.759461883990903e-23,1205951542.0722015
-5.1535692460957e-23,1205951542.0726898
-3.9440696155397526e-23,1205951542.073178
-3.076721665240473e-23,1205951542.0736663
-2.2833712531312198e-23,1205951542.0741546
-1.1412324599188109e-23,1205951542.074643
7.674254834489703e-24,1205951542.0751312
3.648057394963939e-23,1205951542.0756195
7.335562815818469e-23,1205951542.0761077
1.1282069084026223e-22,1205951542.076596
1.4732159373809424e-22,1205951542.0770843
1.7033007611889272e-22,1205951542.0775726
1.7942269928736308e-22,1205951542.0780609
1.7774360486686214e-22,1205951542.0785491
1.7289695674232367e-22,1205951542.0790374
1.7356052520661506e-22,1205951542.0795257
1.85325113432362e-22,1205951542.080014
2.0777736817449134e-22,1205951542.0805023
2.343364662152046e-22,1205951542.0809906
2.5504069009942846e-22,1205951542.0814788
2.610115515827449e-22,1205951542.081967
2.4846179714315283e-22,1205951542.0824554
2.2031567798128523e-22,1205951542.0829437
1.8467506495963663e-22,1205951542.083432
1.5090402570091623e-22,1205951542.0839202
1.2525622359597523e-22,1205951542.0844085
1.0817352186172916e-22,1205951542.0848968
9.453727649882024e-23,1205951542.085385
7.667090393999665e-23,1205951542.0858734
4.852111781504258e-23,1205951542.0863616
8.889317085112433e-24,1205951542.08685
-3.787982886957374e-23,1205951542.0873382
-8.401384981616374e-23,1205951542.0878265
-1.2206509096962429e-22,1205951542.0883148
-1.4834529330362456e-22,1205951542.088803
-1.643365284202535e-22,1205951542.0892913
-1.7549960348135506e-22,1205951542.0897796
-1.8826348383220362e-22,1205951542.090268
-2.0682651191894684e-22,1205951542.0907562
-2.3132213068012743e-22,1205951542.0912445
-2.580388761335267e-22,1205951542.0917327
-2.8128897782051016e-22,1205951542.092221
-2.957903017133169e-22,1205951542.0927093
-2.983912336013862e-22,1205951542.0931976
-2.8853905824832015e-22,1205951542.0936859
-2.676607304478206e-22,1205951542.0941741
-2.3813167244945927e-22,1205951542.0946624
-2.0251892426854128e-22,1205951542.0951507
-1.6338884540511944e-22,1205951542.095639
-1.2346986837665806e-22,1205951542.0961273
-8.567676512260545e-23,1205951542.0966156
-5.2606632163863305e-23,1205951542.0971038
-2.553662235700553e-23,1205951542.097592
-3.455818853707804e-24,1205951542.0980804
1.7157984633000383e-23,1205951542.0985687
4.1343507782204986e-23,1205951542.099057
7.361117651770935e-23,1205951542.0995452
1.1567511450296492e-22,1205951542.1000335
1.6508782073907984e-22,1205951542.1005218
2.156053689396915e-22,1205951542.10101
2.5931003216804047e-22,1205951542.1014984
2.896154825530289e-22,1205951542.1019866
3.0378160728719017e-22,1205951542.102475
3.037667471454143e-22,1205951542.1029632
2.9504228435721683e-22,1205951542.1034515
2.8396165678199805e-22,1205951542.1039398
2.7492582851141992e-22,1205951542.104428
2.6862275641098316e-22,1205951542.1049163
2.62059890319178e-22,1205951542.1054046
2.5025964993306e-22,1205951542.105893
2.287563013309721e-22,1205951542.1063812
1.957324968132952e-22,1205951542.1068695
1.5285679338265298e-22,1205951542.1073577
1.0450120854382662e-22,1205951542.107846
5.576756818765056e-23,1205951542.1083343
1.0305165460913825e-23,1205951542.1088226
-3.100540460703371e-23,1205951542.1093109
-6.987052604538362e-23,1205951542.1097991
-1.090527886186379e-22,1205951542.1102874
-1.503511038565919e-22,1205951542.1107757
-1.9320735837715832e-22,1205951542.111264
-2.3469788136247116e-22,1205951542.1117523
-2.708842591756991e-22,1205951542.1122406
-2.987223946603429e-22,1205951542.1127288
-3.1741939795013743e-22,1205951542.113217
-3.2847069337282993e-22,1205951542.1137054
-3.3439220512058246e-22,1205951542.1141937
-3.3691394315249405e-22,1205951542.114682
-3.356896400458283e-22,1205951542.1151702
-3.2826214509076814e-22,1205951542.1156585
-3.1130578564324523e-22,1205951542.1161468
-2.8245523972136607e-22,1205951542.116635
-2.41718561864522e-22,1205951542.1171234
-1.9171407403202008e-22,1205951542.1176116
-1.366175527503919e-22,1205951542.1181
-8.039081934112035e-23,1205951542.1185882
-2.5229766075651866e-23,1205951542.1190765
2.895371931370234e-23,1205951542.1195648
8.374293242766537e-23,1205951542.120053
1.4054028065956239e-22,1205951542.1205413
1.9891425691178316e-22,1205951542.1210296
2.5589881994843374e-22,1205951542.121518
3.066859849762842e-22,1205951542.1220062
3.4640894515029065e-22,1205951542.1224945
3.721056110309425e-22,1205951542.1229827
3.838210181026506e-22,1205951542.123471
3.8423966990665976e-22,1205951542.1239593
3.770362909311631e-22,1205951542.1244476
3.648371904241067e-22,1205951542.1249359
3.4790075144696376e-22,1205951542.1254241
3.242121982236186e-22,1205951542.1259124
2.90886308718148e-22,1205951542.1264007
2.4605090660805635e-22,1205951542.126889
1.901451884729502e-22,1205951542.1273773
1.2594036696795588e-22,1205951542.1278656
5.734627010139737e-23,1205951542.1283538
-1.2226449098549097e-23,1205951542.128842
-8.093708353067472e-23,1205951542.1293304
-1.4836636397224568e-22,1205951542.1298187
-2.1427069060097843e-22,1205951542.130307
-2.770379460713793e-22,1205951542.1307952
-3.3288087264376494e-22,1205951542.1312835
-3.764301295132708e-22,1205951542.1317718
-4.0258799607888114e-22,1205951542.13226
-4.0871463600266974e-22,1205951542.1327484
-3.9590745997170223e-22,1205951542.1332366
-3.6853081143833404e-22,1205951542.133725
-3.3208096279737125e-22,1205951542.1342132
-2.9044148044177473e-22,1205951542.1347015
-2.4401339011785024e-22,1205951542.1351898
-1.8984397334935227e-22,1205951542.135678
-1.2386095723428748e-22,1205951542.1361663
-4.415421065602712e-23,1205951542.1366546
4.641519900314539e-23,1205951542.137143
1.3975569193547711e-22,1205951542.1376312
2.2464381444879684e-22,1205951542.1381195
2.9043585837469824e-22,1205951542.1386077
3.3065688129271954e-22,1205951542.139096
3.447170393625053e-22,1205951542.1395843
3.3694531801484103e-22,1205951542.1400726
3.1349742427516885e-22,1205951542.1405609
2.7876825816767325e-22,1205951542.1410491
2.3317280685546117e-22,1205951542.1415374
1.7353011067749425e-22,1205951542.1420257
9.592061259170804e-23,1205951542.142514
-3.80480354898223e-25,1205951542.1430023
-1.098764374871404e-22,1205951542.1434906
-2.2036591531842844e-22,1205951542.1439788
-3.1542436800183175e-22,1205951542.144467
-3.7877816936532985e-22,1205951542.1449554
-3.988309671732466e-22,1205951542.1454437
-3.714373772068305e-22,1205951542.145932
-2.999360007107699e-22,1205951542.1464202
-1.9291283173515595e-22,1205951542.1469085
-6.133777527947529e-23,1205951542.1473968
8.338723109314152e-23,1205951542.147885
2.2951237806320627e-22,1205951542.1483734
3.634325505995073e-22,1205951542.1488616
4.684672309169289e-22,1205951542.14935
5.252771515632946e-22,1205951542.1498382
5.152707404109216e-22,1205951542.1503265
4.26566803547034e-22,1205951542.1508148
2.610580194124425e-22,1205951542.151303
4.034727385185118e-23,1205951542.1517913
-1.9291798170595083e-22,1205951542.1522796
-3.82352690464525e-22,1205951542.152768
-4.724423497222142e-22,1205951542.1532562
-4.289038059977244e-22,1205951542.1537445
-2.5806250915919753e-22,1205951542.1542327
-1.3335515382003312e-23,1205951542.154721
2.1901776298279056e-22,1205951542.1552093
3.526773709381757e-22,1205951542.1556976
3.3869138484585074e-22,1205951542.1561859
1.8839702214225907e-22,1205951542.1566741
-3.1301626225523924e-23,1205951542.1571624
-2.288796823845469e-22,1205951542.1576507
-3.2970193922415354e-22,1205951542.158139
-3.072173830317418e-22,1205951542.1586273
-1.8944686011552708e-22,1205951542.1591156
-4.002139908271545e-23,1205951542.1596038
7.436163832829474e-23,1205951542.160092
1.1317166953566232e-22,1205951542.1605804
7.511216322576485e-23,1205951542.1610687
-8.22684111925734e-24,1205951542.161557
-9.18914761427567e-23,1205951542.1620452
-1.391947091081395e-22,1205951542.1625335
-1.3559339159117053e-22,1205951542.1630218
-9.039239193248583e-23,1205951542.16351
-2.8118544731274546e-23,1205951542.1639984
2.4546832210249937e-23,1205951542.1644866
4.9860215856716147e-23,1205951542.164975
4.408301624781572e-23,1205951542.1654632
1.5965565667057086e-23,1205951542.1659515
-1.9103194360981237e-23,1205951542.1664398
-4.593444272242934e-23,1205951542.166928
-5.461739734405395e-23,1205951542.1674163
-4.2599288351655086e-23,1205951542.1679046
-1.39986534072112e-23,1205951542.168393
2.2803614342113565e-23,1205951542.1688812
5.815814444384527e-23,1205951542.1693695
8.389697749800702e-23,1205951542.1698577
9.53456894402849e-23,1205951542.170346
9.228919383225344e-23,1205951542.1708343
7.868910406366885e-23,1205951542.1713226
6.115811307708668e-23,1205951542.1718109
4.658105243649226e-23,1205951542.1722991
3.9681571474431715e-23,1205951542.1727874
4.147940501417872e-23,1205951542.1732757
4.927806554590254e-23,1205951542.173764
5.81572617891666e-23,1205951542.1742523
6.325155603984619e-23,1205951542.1747406
6.174974981715029e-23,1205951542.1752288
5.37386889601106e-23,1205951542.175717
4.1637450849230806e-23,1205951542.1762054
2.867478726361996e-23,1205951542.1766937
1.7269371665115104e-23,1205951542.177182
8.095530355726972e-24,1205951542.1776702
1.6739906842156055e-25,1205951542.1781585
-8.26121407895607e-24,1205951542.1786468
-1.8535652143677545e-23,1205951542.179135
-3.07723487522452e-23,1205951542.1796234
-4.3717014631777157e-23,1205951542.1801116
-5.52706160323377e-23,1205951542.1806
-6.335537733110868e-23,1205951542.1810882
-6.668506961621288e-23,1205951542.1815765
-6.511907572303553e-23,1205951542.1820648
-5.953334829495292e-23,1205951542.182553
-5.139185931874617e-23,1205951542.1830413
-4.2314958734376764e-23,1205951542.1835296
-3.385406947938207e-23,1205951542.184018
-2.74587194403385e-23,1205951542.1845062
-2.442866510187563e-23,1205951542.1849945
-2.563810688973238e-23,1205951542.1854827
-3.102126878892335e-23,1205951542.185971
-3.9080358105182174e-23,1205951542.1864593
-4.6819514907183553e-23,1205951542.1869476
-5.0395751941816114e-23,1205951542.1874359
-4.643188290434916e-23,1205951542.1879241
-3.3525689077102495e-23,1205951542.1884124
-1.325285810722165e-23,1205951542.1889007
9.930439468027236e-24,1205951542.189389
3.004050688343693e-23,1205951542.1898773
4.175762026982465e-23,1205951542.1903656
4.259891750606488e-23,1205951542.1908538
3.411653459750272e-23,1205951542.191342
2.14854880800551e-23,1205951542.1918304
1.1499708023209875e-23,1205951542.1923187
9.726687207040946e-24,1205951542.192807
1.8037020378424347e-23,1205951542.1932952
3.36576638074272e-23,1205951542.1937835
5.0269966798893146e-23,1205951542.1942718
6.074047813527916e-23,1205951542.19476
6.027467862783888e-23,1205951542.1952484
4.8539322135530077e-23,1205951542.1957366
2.975668604398633e-23,1205951542.196225
1.0880570415861033e-23,1205951542.1967132
-1.603234209473817e-24,1205951542.1972015
-4.139948479832983e-24,1205951542.1976898
2.693593564598892e-24,1205951542.198178
1.4906219847612194e-23,1205951542.1986663
2.7151441731213515e-23,1205951542.1991546
3.5040760645266466e-23,1205951542.199643
3.6641036093283325e-23,1205951542.2001312
3.2610233103789633e-23,1205951542.2006195
2.514207793756223e-23,1205951542.2011077
1.6431462168303774e-23,1205951542.201596
7.512127752612395e-24,1205951542.2020843
-1.960217476599963e-24,1205951542.2025726
-1.2943206561566185e-23,1205951542.2030609
-2.5761502417844948e-23,1205951542.2035491
-3.9150934854560404e-23,1205951542.2040374
-5.022926823429547e-23,1205951542.2045257
-5.554465038413781e-23,1205951542.205014
-5.2758958232254715e-23,1205951542.2055023
-4.212387316742586e-23,1205951542.2059906
-2.6922798728723354e-23,1205951542.2064788
-1.2506440429433892e-23,1205951542.206967
-4.238076267845563e-24,1205951542.2074554
-5.235042091197607e-24,1205951542.2079437
-1.4940942519168605e-23,1205951542.208432
-2.921051025912123e-23,1205951542.2089202
-4.191848848532289e-23,1205951542.2094085
-4.743580715304254e-23,1205951542.2098968
-4.294145568930381e-23,1205951542.210385
-2.960541451497187e-23,1205951542.2108734
-1.214570268811755e-23,1205951542.2113616
3.072491480644985e-24,1205951542.21185
1.0636928052114066e-23,1205951542.2123382
8.336787171886755e-24,1205951542.2128265
-1.8749058693421817e-24,1205951542.2133148
-1.4639151508876567e-23,1205951542.213803
-2.338925524224076e-23,1205951542.2142913
-2.3077065979317504e-23,1205951542.2147796
-1.226640782716241e-23,1205951542.215268
6.293853645554154e-24,1205951542.2157562
2.6833757507789424e-23,1205951542.2162445
4.2928140405067773e-23,1205951542.2167327
5.004053193958914e-23,1205951542.217221
4.720155590307478e-23,1205951542.2177093
3.720797551652313e-23,1205951542.2181976
2.5375428719385146e-23,1205951542.2186859
1.7433796743677147e-23,1205951542.2191741
1.7404325676455703e-23,1205951542.2196624
2.6206979672831963e-23,1205951542.2201507
4.1415705154800946e-23,1205951542.220639
5.815767320122553e-23,1205951542.2211273
7.078071853794374e-23,1205951542.2216156
7.469774549170164e-23,1205951542.2221038
6.780680932002671e-23,1205951542.222592
5.10647074952595e-23,1205951542.2230804
2.809261954941314e-23,1205951542.2235687
4.015151676575279e-24,1205951542.224057
-1.6036213336813802e-23,1205951542.2245452
-2.827539331878245e-23,1205951542.2250335
-3.112054057034552e-23,1205951542.2255218
-2.542412979385355e-23,1205951542.22601
-1.4121369100530443e-23,1205951542.2264984
-1.4440235759884966e-24,1205951542.2269866
8.114155380529198e-24,1205951542.227475
1.0875092444488368e-23,1205951542.2279632
4.8767348228006284e-24,1205951542.2284515
-9.620629201489264e-24,1205951542.2289398
-3.018377457604399e-23,1205951542.229428
-5.284451691001259e-23,1205951542.2299163
-7.317886355722167e-23,1205951542.2304046
-8.752244731352787e-23,1205951542.230893
-9.395642374461681e-23,1205951542.2313812
-9.275406394194985e-23,1205951542.2318695
-8.612424404366761e-23,1205951542.2323577
-7.729185377087914e-23,1205951542.232846
-6.918345625567099e-23,1205951542.2333343
-6.317745386327461e-23,1205951542.2338226
-5.843778451213246e-23,1205951542.2343109
-5.220264625561873e-23,1205951542.2347991
-4.10439414258493e-23,1205951542.2352874
-2.266017519236225e-23,1205951542.2357757
2.5746272471848482e-24,1205951542.236264
3.109185556658248e-23,1205951542.2367523
5.70268334113942e-23,1205951542.2372406
7.427717011986221e-23,1205951542.2377288
7.889383578160909e-23,1205951542.238217
7.077679943191012e-23,1205951542.2387054
5.391535917071499e-23,1205951542.2391937
3.5026212223375183e-23,1205951542.239682
2.1124187945908804e-23,1205951542.2401702
1.700827060455311e-23,1205951542.2406585
2.3665185346910926e-23,1205951542.2411468
3.818887488147716e-23,1205951542.241635
5.517774831127629e-23,1205951542.2421234
6.89741978372514e-23,1205951542.2426116
7.579160837629648e-23,1205951542.2431
7.486376171223135e-23,1205951542.2435882
6.822027470500975e-23,1205951542.2440765
5.932857032975696e-23,1205951542.2445648
5.13371041891764e-23,1205951542.245053
4.576649324349283e-23,1205951542.2455413
4.219254297022883e-23,1205951542.2460296
3.892468324489103e-23,1205951542.246518
3.418755184089516e-23,1205951542.2470062
2.711372301379009e-23,1205951542.2474945
1.8043376249738027e-23,1205951542.2479827
8.073644684202922e-24,1205951542.248471
-1.769001867045829e-24,1205951542.2489593
-1.118825063307176e-23,1205951542.2494476
-2.0715724239081754e-23,1205951542.2499359
-3.120820761099511e-23,1205951542.2504241
-4.3060345110600735e-23,1205951542.2509124
-5.562082512451394e-23,1205951542.2514007
-6.720115261903663e-23,1205951542.251889
-7.57461422608718e-23,1205951542.2523773
-7.986335006186592e-23,1205951542.2528656
-7.967674998415789e-23,1205951542.2533538
-7.699921896973817e-23,1205951542.253842
-7.461647946097916e-23,1205951542.2543304
-7.493034662072752e-23,1205951542.2548187
-7.860324929295312e-23,1205951542.255307
-8.394031556296697e-23,1205951542.2557952
-8.743093850951016e-23,1205951542.2562835
-8.528031172941307e-23,1205951542.2567718
-7.521425558227431e-23,1205951542.25726
-5.765717736486332e-23,1205951542.2577484
-3.5682094997196276e-23,1205951542.2582366
-1.3761767517803206e-23,1205951542.258725
4.035035795745154e-24,1205951542.2592132
1.5507650578171718e-23,1205951542.2597015
2.0805150784623457e-23,1205951542.2601898
2.1862135266553104e-23,1205951542.260678
2.126855824715401e-23,1205951542.2611663
2.1254351758567228e-23,1205951542.2616546
2.325804650634083e-23,1205951542.262143
2.8094322335378454e-23,1205951542.2626312
3.633154693174723e-23,1205951542.2631195
4.8389259289317384e-23,1205951542.2636077
6.412916330407452e-23,1205951542.264096
8.21645092628991e-23,1205951542.2645843
9.944673511564267e-23,1205951542.2650726
1.1166907471829006e-22,1205951542.2655609
1.1462815643465583e-22,1205951542.2660491
1.0609830478669745e-22,1205951542.2665374
8.732050997430249e-23,1205951542.2670257
6.319308869279454e-23,1205951542.267514
4.077741681965104e-23,1205951542.2680023
2.6582746468321154e-23,1205951542.2684906
2.3810923392968167e-23,1205951542.2689788
3.0895204680611753e-23,1205951542.269467
4.2121782343725436e-23,1205951542.2699554
5.0123917200794656e-23,1205951542.2704437
4.9092727201772734e-23,1205951542.270932
3.716877918626454e-23,1205951542.2714202
1.6895998360504556e-23,1205951542.2719085
-6.376214286499603e-24,1205951542.2723968
-2.721375769306427e-23,1205951542.272885
-4.249185024831184e-23,1205951542.2733734
-5.227231777413505e-23,1205951542.2738616
-5.884946026782971e-23,1205951542.27435
-6.466169131571819e-23,1205951542.2748382
-7.036970804996902e-23,1205951542.2753265
-7.427086156338351e-23,1205951542.2758148
-7.342471871537044e-23,1205951542.276303
-6.584681249523099e-23,1205951542.2767913
-5.245311551622115e-23,1205951542.2772796
-3.749104633704259e-23,1205951542.277768
-2.697438741442888e-23,1205951542.2782562
-2.5763162323990127e-23,1205951542.2787445
-3.4794604562053275e-23,1205951542.2792327
-5.0062124818618975e-23,1205951542.279721
-6.412641197818495e-23,1205951542.2802093
-6.96073894859416e-23,1205951542.2806976
-6.295931817158079e-23,1205951542.2811859
-4.652793074430804e-23,1205951542.2816741
-2.76564584807991e-23,1205951542.2821624
-1.5103492881009886e-23,1205951542.2826507
-1.4492866447071744e-23,1205951542.283139
-2.5134882029473906e-23,1205951542.2836273
-3.9957309375288395e-23,1205951542.2841156
-4.8740374956974003e-23,1205951542.2846038
-4.315548604232628e-23,1205951542.285092
-2.1135661462294888e-23,1205951542.2855804
1.164276252680342e-23,1205951542.2860687
4.402043466029191e-23,1205951542.286557
6.43838596470511e-23,1205951542.2870452
6.609845562020561e-23,1205951542.2875335
5.0724742458149805e-23,1205951542.2880218
2.741983871510925e-23,1205951542.28851
8.74544039682602e-24,1205951542.2889984
4.8467054592605205e-24,1205951542.2894866
1.878518929967794e-23,1205951542.289975
4.527646204375632e-23,1205951542.2904632
7.342351009579775e-23,1205951542.2909515
9.206119266098882e-23,1205951542.2914398
9.503925553229553e-23,1205951542.291928
8.38360140072272e-23,1205951542.2924163
6.627624954570274e-23,1205951542.2929046
5.211618440137516e-23,1205951542.293393
4.7838146108551447e-23,1205951542.2938812
5.335839272489979e-23,1205951542.2943695
6.231279389614334e-23,1205951542.2948577
6.57018499157712e-23,1205951542.295346
5.694114712339099e-23,1205951542.2958343
3.566625568429728e-23,1205951542.2963226
8.309607377496715e-24,1205951542.2968109
-1.4868465542504528e-23,1205951542.2972991
-2.480453878464434e-23,1205951542.2977874
-1.8177042630524943e-23,1205951542.2982757
8.28073383849321e-25,1205951542.298764
